"Wybory","Izba","Wiek","Płeć"
"2011-10-09","Sejm",47.48,"K"
"2011-10-09","Sejm",57.19,"M"
"2011-10-09","Sejm",64.18,"M"
"2011-10-09","Sejm",56.29,"M"
"2011-10-09","Sejm",65.7,"K"
"2011-10-09","Sejm",51.15,"K"
"2011-10-09","Sejm",63.22,"M"
"2011-10-09","Sejm",38.63,"M"
"2011-10-09","Sejm",50.78,"K"
"2011-10-09","Sejm",43.64,"M"
"2011-10-09","Sejm",57.44,"K"
"2011-10-09","Sejm",37.02,"M"
"2011-10-09","Sejm",49.73,"K"
"2011-10-09","Sejm",32.84,"K"
"2011-10-09","Sejm",61.33,"K"
"2011-10-09","Sejm",27.08,"M"
"2011-10-09","Sejm",55.58,"M"
"2011-10-09","Sejm",50.65,"M"
"2011-10-09","Sejm",36.3,"K"
"2011-10-09","Sejm",49.08,"M"
"2011-10-09","Sejm",52.19,"M"
"2011-10-09","Sejm",44,"K"
"2011-10-09","Sejm",57.17,"M"
"2011-10-09","Sejm",58.07,"M"
"2011-10-09","Sejm",65.31,"M"
"2011-10-09","Sejm",57.27,"M"
"2011-10-09","Sejm",60.79,"M"
"2011-10-09","Sejm",49.72,"M"
"2011-10-09","Sejm",47.25,"M"
"2011-10-09","Sejm",38.55,"M"
"2011-10-09","Sejm",52.42,"K"
"2011-10-09","Sejm",35.52,"K"
"2011-10-09","Sejm",40.7,"M"
"2011-10-09","Sejm",50.28,"M"
"2011-10-09","Sejm",60.72,"M"
"2011-10-09","Sejm",33.58,"M"
"2011-10-09","Sejm",37.59,"M"
"2011-10-09","Sejm",47.59,"K"
"2011-10-09","Sejm",43.47,"M"
"2011-10-09","Sejm",47.17,"K"
"2011-10-09","Sejm",41.98,"K"
"2011-10-09","Sejm",67.72,"M"
"2011-10-09","Sejm",61.57,"K"
"2011-10-09","Sejm",36.85,"M"
"2011-10-09","Sejm",54.83,"M"
"2011-10-09","Sejm",54.92,"K"
"2011-10-09","Sejm",58.08,"K"
"2011-10-09","Sejm",39.41,"K"
"2011-10-09","Sejm",56.32,"K"
"2011-10-09","Sejm",55.7,"K"
"2011-10-09","Sejm",39.02,"M"
"2011-10-09","Sejm",31.85,"M"
"2011-10-09","Sejm",35.06,"M"
"2011-10-09","Sejm",48.95,"M"
"2011-10-09","Sejm",40.46,"M"
"2011-10-09","Sejm",43.14,"M"
"2011-10-09","Sejm",53.15,"M"
"2011-10-09","Sejm",47.08,"M"
"2011-10-09","Sejm",67.35,"K"
"2011-10-09","Sejm",58.41,"M"
"2011-10-09","Sejm",60.16,"M"
"2011-10-09","Sejm",25.96,"M"
"2011-10-09","Sejm",49.87,"M"
"2011-10-09","Sejm",46.98,"M"
"2011-10-09","Sejm",51.56,"K"
"2011-10-09","Sejm",34.67,"M"
"2011-10-09","Sejm",69.57,"M"
"2011-10-09","Sejm",52.13,"M"
"2011-10-09","Sejm",59.53,"K"
"2011-10-09","Sejm",37.42,"M"
"2011-10-09","Sejm",50.36,"K"
"2011-10-09","Sejm",42.13,"M"
"2011-10-09","Sejm",57.09,"M"
"2011-10-09","Sejm",51.6,"M"
"2011-10-09","Sejm",51.81,"M"
"2011-10-09","Sejm",57.3,"K"
"2011-10-09","Sejm",64.47,"K"
"2011-10-09","Sejm",51.58,"M"
"2011-10-09","Sejm",46.81,"M"
"2011-10-09","Sejm",40.45,"M"
"2011-10-09","Sejm",46.84,"M"
"2011-10-09","Sejm",59.26,"M"
"2011-10-09","Sejm",56.71,"K"
"2011-10-09","Sejm",58.41,"K"
"2011-10-09","Sejm",53.47,"M"
"2011-10-09","Sejm",41.25,"M"
"2011-10-09","Sejm",51.62,"M"
"2011-10-09","Sejm",50.16,"M"
"2011-10-09","Sejm",47.92,"M"
"2011-10-09","Sejm",50.75,"M"
"2011-10-09","Sejm",31.77,"K"
"2011-10-09","Sejm",55.68,"M"
"2011-10-09","Sejm",59.34,"K"
"2011-10-09","Sejm",54.61,"K"
"2011-10-09","Sejm",27,"M"
"2011-10-09","Sejm",68.47,"K"
"2011-10-09","Sejm",52.81,"M"
"2011-10-09","Sejm",68.58,"M"
"2011-10-09","Sejm",36.52,"M"
"2011-10-09","Sejm",53.79,"K"
"2011-10-09","Sejm",56.34,"K"
"2011-10-09","Sejm",41.28,"M"
"2011-10-09","Sejm",39.05,"M"
"2011-10-09","Sejm",51.7,"M"
"2011-10-09","Sejm",35.66,"M"
"2011-10-09","Sejm",61.6,"M"
"2011-10-09","Sejm",43.97,"M"
"2011-10-09","Sejm",65.21,"M"
"2011-10-09","Sejm",42.59,"M"
"2011-10-09","Sejm",61.42,"K"
"2011-10-09","Sejm",50.25,"M"
"2011-10-09","Sejm",49.74,"K"
"2011-10-09","Sejm",32.87,"M"
"2011-10-09","Sejm",27.53,"M"
"2011-10-09","Sejm",51.33,"M"
"2011-10-09","Sejm",36.88,"M"
"2011-10-09","Sejm",48.05,"M"
"2011-10-09","Sejm",54.05,"M"
"2011-10-09","Sejm",50.72,"M"
"2011-10-09","Sejm",35.87,"K"
"2011-10-09","Sejm",33.82,"M"
"2011-10-09","Sejm",42.56,"M"
"2011-10-09","Sejm",41.95,"M"
"2011-10-09","Sejm",53.54,"M"
"2011-10-09","Sejm",48.67,"M"
"2011-10-09","Sejm",50.68,"M"
"2011-10-09","Sejm",55.51,"K"
"2011-10-09","Sejm",42.53,"M"
"2011-10-09","Sejm",48.47,"M"
"2011-10-09","Sejm",48.29,"M"
"2011-10-09","Sejm",49.36,"K"
"2011-10-09","Sejm",55.73,"M"
"2011-10-09","Sejm",48.66,"M"
"2011-10-09","Sejm",57.25,"K"
"2011-10-09","Sejm",63.41,"K"
"2011-10-09","Sejm",40.11,"M"
"2011-10-09","Sejm",45.21,"M"
"2011-10-09","Sejm",60.58,"K"
"2011-10-09","Sejm",47.86,"M"
"2011-10-09","Sejm",56.21,"M"
"2011-10-09","Sejm",51.37,"K"
"2011-10-09","Sejm",67.39,"M"
"2011-10-09","Sejm",48.63,"M"
"2011-10-09","Sejm",54.14,"M"
"2011-10-09","Sejm",54.44,"M"
"2011-10-09","Sejm",53.36,"M"
"2011-10-09","Sejm",47.36,"M"
"2011-10-09","Sejm",51.8,"M"
"2011-10-09","Sejm",42.73,"M"
"2011-10-09","Sejm",55.85,"M"
"2011-10-09","Sejm",33.84,"M"
"2011-10-09","Sejm",38.51,"M"
"2011-10-09","Sejm",54.33,"K"
"2011-10-09","Sejm",52.94,"M"
"2011-10-09","Sejm",34.01,"M"
"2011-10-09","Sejm",64.76,"M"
"2011-10-09","Sejm",51.12,"M"
"2011-10-09","Sejm",49.41,"M"
"2011-10-09","Sejm",58.21,"M"
"2011-10-09","Sejm",37.82,"M"
"2011-10-09","Sejm",55.32,"K"
"2011-10-09","Sejm",56.53,"M"
"2011-10-09","Sejm",48.52,"K"
"2011-10-09","Sejm",60.54,"K"
"2011-10-09","Sejm",33.48,"M"
"2011-10-09","Sejm",62.53,"K"
"2011-10-09","Sejm",67.52,"M"
"2011-10-09","Sejm",70.81,"K"
"2011-10-09","Sejm",56.41,"M"
"2011-10-09","Sejm",55.85,"M"
"2011-10-09","Sejm",64.52,"M"
"2011-10-09","Sejm",41.41,"M"
"2011-10-09","Sejm",61.43,"M"
"2011-10-09","Sejm",42.5,"M"
"2011-10-09","Sejm",62.14,"M"
"2011-10-09","Sejm",45.97,"M"
"2011-10-09","Sejm",62.22,"K"
"2011-10-09","Sejm",42.32,"M"
"2011-10-09","Sejm",63.79,"M"
"2011-10-09","Sejm",52.67,"M"
"2011-10-09","Sejm",38.23,"M"
"2011-10-09","Sejm",27.14,"M"
