"nazwa","wojewodztwo","jednostka","wskaznik"
"Kobylin-Borzymy","podlaskie","gmina_wiejska",-1.32
"Oporów","łódzkie","gmina_wiejska",-1.34
"Chrostkowo","kujawsko-pomorskie","gmina_wiejska",-1.35
"Milejczyce","podlaskie","gmina_wiejska",-1.36
"Dzierzkowice","lubelskie","gmina_wiejska",-1.37
"Józefów nad Wisłą","lubelskie","gmina_wiejska",-1.39
"Niegowa","śląskie","gmina_wiejska",-1.45
"Brąszewice","łódzkie","gmina_wiejska",-1.47
"Kamionka Wielka","małopolskie","gmina_wiejska",-1.48
"Wysokie Mazowieckie","podlaskie","gmina_wiejska",-1.51
"Łowicz","łódzkie","gmina_wiejska",-1.58
"Gozdowo","mazowieckie","gmina_wiejska",-1.59
"Bolesławiec","dolnośląskie","gmina_wiejska",-1.6
"Lisków","wielkopolskie","gmina_wiejska",-1.6
"Chrzypsko Wielkie","wielkopolskie","gmina_wiejska",-1.61
"Potok Górny","lubelskie","gmina_wiejska",-1.62
"Dębe Wielkie","mazowieckie","gmina_wiejska",-1.62
"Wieliczki","warmińsko-mazurskie","gmina_wiejska",-1.62
"Trzyciąż","małopolskie","gmina_wiejska",-1.64
"Kobyla Góra","wielkopolskie","gmina_wiejska",-1.68
"Łyszkowice","łódzkie","gmina_wiejska",-1.69
"Mielnik","podlaskie","gmina_wiejska",-1.71
"Cekcyn","kujawsko-pomorskie","gmina_wiejska",-1.77
"Hajnówka","podlaskie","gmina_wiejska",-1.77
"Czerwińsk nad Wisłą","mazowieckie","gmina_wiejska",-1.78
"Dalików","łódzkie","gmina_wiejska",-1.79
"Sienno","mazowieckie","gmina_wiejska",-1.8
"Wilczyn","wielkopolskie","gmina_wiejska",-1.8
"Markowa","podkarpackie","gmina_wiejska",-1.82
"Bobrowo","kujawsko-pomorskie","gmina_wiejska",-1.83
"Kraśnik","lubelskie","gmina_wiejska",-1.86
"Białaczów","łódzkie","gmina_wiejska",-1.88
"Ochotnica Dolna","małopolskie","gmina_wiejska",-1.92
"Żołynia","podkarpackie","gmina_wiejska",-1.96
"Abramów","lubelskie","gmina_wiejska",-1.97
"Wohyń","lubelskie","gmina_wiejska",-2.03
"Mircze","lubelskie","gmina_wiejska",-2.04
"Miastkowo","podlaskie","gmina_wiejska",-2.04
"Jawornik Polski","podkarpackie","gmina_wiejska",-2.06
"Kobierzyce","dolnośląskie","gmina_wiejska",-2.07
"Werbkowice","lubelskie","gmina_wiejska",-2.08
"Głuchów","łódzkie","gmina_wiejska",-2.08
"Czarnożyły","łódzkie","gmina_wiejska",-2.1
"Aleksandrów","lubelskie","gmina_wiejska",-2.19
"Kiwity","warmińsko-mazurskie","gmina_wiejska",-2.19
"Podgórzyn","dolnośląskie","gmina_wiejska",-2.2
"Radymno","podkarpackie","gmina_wiejska",-2.2
"Stary Dzików","podkarpackie","gmina_wiejska",-2.2
"Zbrosławice","śląskie","gmina_wiejska",-2.23
"Borkowice","mazowieckie","gmina_wiejska",-2.24
"Niedźwiada","lubelskie","gmina_wiejska",-2.25
"Nowa Wieś Wielka","kujawsko-pomorskie","gmina_wiejska",-2.28
"Joniec","mazowieckie","gmina_wiejska",-2.3
"Nowa Brzeźnica","łódzkie","gmina_wiejska",-2.32
"Janów Podlaski","lubelskie","gmina_wiejska",-2.33
"Mokobody","mazowieckie","gmina_wiejska",-2.35
"Krasiczyn","podkarpackie","gmina_wiejska",-2.35
"Tyrawa Wołoska","podkarpackie","gmina_wiejska",-2.36
"Lubiszyn","lubuskie","gmina_wiejska",-2.38
"Biskupice","małopolskie","gmina_wiejska",-2.38
"Tarnówka","wielkopolskie","gmina_wiejska",-2.39
"Gródek","podlaskie","gmina_wiejska",-2.43
"Koszarawa","śląskie","gmina_wiejska",-2.44
"Leszno","mazowieckie","gmina_wiejska",-2.47
"Trzebielino","pomorskie","gmina_wiejska",-2.51
"Bełchatów","łódzkie","gmina_wiejska",-2.58
"Łańcut","podkarpackie","gmina_wiejska",-2.58
"Kołczygłowy","pomorskie","gmina_wiejska",-2.58
"Krzęcin","zachodniopomorskie","gmina_wiejska",-2.6
"Potok Wielki","lubelskie","gmina_wiejska",-2.62
"Telatyn","lubelskie","gmina_wiejska",-2.66
"Ruja","dolnośląskie","gmina_wiejska",-2.7
"Bełżec","lubelskie","gmina_wiejska",-2.7
"Przytyk","mazowieckie","gmina_wiejska",-2.72
"Garbatka-Letnisko","mazowieckie","gmina_wiejska",-2.75
"Wielowieś","śląskie","gmina_wiejska",-2.78
"Przyłęk","mazowieckie","gmina_wiejska",-2.79
"Szumowo","podlaskie","gmina_wiejska",-2.84
"Gorlice","małopolskie","gmina_wiejska",-2.92
"Gózd","mazowieckie","gmina_wiejska",-2.96
"Dąbie","lubuskie","gmina_wiejska",-3
"Perlejewo","podlaskie","gmina_wiejska",-3
"Rzezawa","małopolskie","gmina_wiejska",-3.01
"Platerówka","dolnośląskie","gmina_wiejska",-3.02
"Zawonia","dolnośląskie","gmina_wiejska",-3.06
"Rzgów","wielkopolskie","gmina_wiejska",-3.06
"Kraszewice","wielkopolskie","gmina_wiejska",-3.06
"Duszniki","wielkopolskie","gmina_wiejska",-3.08
"Stężyca","pomorskie","gmina_wiejska",-3.12
"Rokietnica","wielkopolskie","gmina_wiejska",-3.13
"Kawęczyn","wielkopolskie","gmina_wiejska",-3.14
"Lubiewo","kujawsko-pomorskie","gmina_wiejska",-3.15
"Gubin","lubuskie","gmina_wiejska",-3.15
"Promna","mazowieckie","gmina_wiejska",-3.15
"Krasnystaw","lubelskie","gmina_wiejska",-3.16
"Radłów","opolskie","gmina_wiejska",-3.16
"Mirów","mazowieckie","gmina_wiejska",-3.22
"Jastrząb","mazowieckie","gmina_wiejska",-3.23
"Krynice","lubelskie","gmina_wiejska",-3.29
"Czarnków","wielkopolskie","gmina_wiejska",-3.32
"Serniki","lubelskie","gmina_wiejska",-3.35
"Zaniemyśl","wielkopolskie","gmina_wiejska",-3.35
"Kowiesy","łódzkie","gmina_wiejska",-3.36
"Rychliki","warmińsko-mazurskie","gmina_wiejska",-3.38
"Dominowo","wielkopolskie","gmina_wiejska",-3.39
"Krasne","mazowieckie","gmina_wiejska",-3.4
"Miączyn","lubelskie","gmina_wiejska",-3.42
"Naruszewo","mazowieckie","gmina_wiejska",-3.44
"Kurzętnik","warmińsko-mazurskie","gmina_wiejska",-3.46
"Bukowiec","kujawsko-pomorskie","gmina_wiejska",-3.52
"Koniusza","małopolskie","gmina_wiejska",-3.57
"Zarszyn","podkarpackie","gmina_wiejska",-3.58
"Pawłowiczki","opolskie","gmina_wiejska",-3.59
"Sieradz","łódzkie","gmina_wiejska",-3.61
"Bytoń","kujawsko-pomorskie","gmina_wiejska",-3.62
"Lipka","wielkopolskie","gmina_wiejska",-3.63
"Kotlin","wielkopolskie","gmina_wiejska",-3.64
"Lipno","kujawsko-pomorskie","gmina_wiejska",-3.65
"Chrzanów","lubelskie","gmina_wiejska",-3.65
"Teresin","mazowieckie","gmina_wiejska",-3.66
"Ostrówek","lubelskie","gmina_wiejska",-3.68
"Bałtów","świętokrzyskie","gmina_wiejska",-3.71
"Porąbka","śląskie","gmina_wiejska",-3.74
"Gardeja","pomorskie","gmina_wiejska",-3.76
"Kaźmierz","wielkopolskie","gmina_wiejska",-3.76
"Polanka Wielka","małopolskie","gmina_wiejska",-3.78
"Zawady","podlaskie","gmina_wiejska",-3.8
"Elbląg","warmińsko-mazurskie","gmina_wiejska",-3.8
"Rędziny","śląskie","gmina_wiejska",-3.82
"Rzekuń","mazowieckie","gmina_wiejska",-3.83
"Rzeczniów","mazowieckie","gmina_wiejska",-3.84
"Dubicze Cerkiewne","podlaskie","gmina_wiejska",-3.87
"Narew","podlaskie","gmina_wiejska",-3.88
"Wilczyce","świętokrzyskie","gmina_wiejska",-3.88
"Kościan","wielkopolskie","gmina_wiejska",-3.88
"Kroczyce","śląskie","gmina_wiejska",-3.89
"Bądkowo","kujawsko-pomorskie","gmina_wiejska",-3.91
"Sobienie-Jeziory","mazowieckie","gmina_wiejska",-3.92
"Kołbiel","mazowieckie","gmina_wiejska",-3.94
"Bielany","mazowieckie","gmina_wiejska",-3.94
"Pawłosiów","podkarpackie","gmina_wiejska",-3.95
"Dygowo","zachodniopomorskie","gmina_wiejska",-3.95
"Sidra","podlaskie","gmina_wiejska",-3.99
"Trzebownisko","podkarpackie","gmina_wiejska",-4
"Nowy Targ","małopolskie","gmina_wiejska",-4.03
"Sulęczyno","pomorskie","gmina_wiejska",-4.03
"Wisznice","lubelskie","gmina_wiejska",-4.04
"Rościszewo","mazowieckie","gmina_wiejska",-4.05
"Wierzchlas","łódzkie","gmina_wiejska",-4.06
"Lubomino","warmińsko-mazurskie","gmina_wiejska",-4.06
"Jaworze","śląskie","gmina_wiejska",-4.08
"Bielice","zachodniopomorskie","gmina_wiejska",-4.09
"Sanok","podkarpackie","gmina_wiejska",-4.11
"Grodziec","wielkopolskie","gmina_wiejska",-4.11
"Sicienko","kujawsko-pomorskie","gmina_wiejska",-4.13
"Pabianice","łódzkie","gmina_wiejska",-4.16
"Dzierżoniów","dolnośląskie","gmina_wiejska",-4.17
"Osina","zachodniopomorskie","gmina_wiejska",-4.23
"Grzegorzew","wielkopolskie","gmina_wiejska",-4.28
"Nowa Sucha","mazowieckie","gmina_wiejska",-4.29
"Poświętne","podlaskie","gmina_wiejska",-4.3
"Dobre","mazowieckie","gmina_wiejska",-4.32
"Biłgoraj","lubelskie","gmina_wiejska",-4.33
"Łagów","lubuskie","gmina_wiejska",-4.39
"Kobiele Wielkie","łódzkie","gmina_wiejska",-4.4
"Chorkówka","podkarpackie","gmina_wiejska",-4.41
"Człuchów","pomorskie","gmina_wiejska",-4.43
"Wydminy","warmińsko-mazurskie","gmina_wiejska",-4.43
"Ułęż","lubelskie","gmina_wiejska",-4.45
"Milejów","lubelskie","gmina_wiejska",-4.48
"Pruszcz Gdański","pomorskie","gmina_wiejska",-4.5
"Łagiewniki","dolnośląskie","gmina_wiejska",-4.51
"Wymiarki","lubuskie","gmina_wiejska",-4.54
"Adamów","lubelskie","gmina_wiejska",-4.59
"Rogóźno","kujawsko-pomorskie","gmina_wiejska",-4.63
"Wilków","opolskie","gmina_wiejska",-4.63
"Poświętne","łódzkie","gmina_wiejska",-4.7
"Raba Wyżna","małopolskie","gmina_wiejska",-4.72
"Wiązowna","mazowieckie","gmina_wiejska",-4.74
"Legnickie Pole","dolnośląskie","gmina_wiejska",-4.75
"Rudka","podlaskie","gmina_wiejska",-4.75
"Zagrodno","dolnośląskie","gmina_wiejska",-4.76
"Księżpol","lubelskie","gmina_wiejska",-4.76
"Lutowiska","podkarpackie","gmina_wiejska",-4.76
"Wijewo","wielkopolskie","gmina_wiejska",-4.76
"Bodzanów","mazowieckie","gmina_wiejska",-4.77
"Kamień","podkarpackie","gmina_wiejska",-4.77
"Kocmyrzów-Luborzyca","małopolskie","gmina_wiejska",-4.78
"Fabianki","kujawsko-pomorskie","gmina_wiejska",-4.8
"Pilchowice","śląskie","gmina_wiejska",-4.8
"Świedziebnia","kujawsko-pomorskie","gmina_wiejska",-4.86
"Odrzywół","mazowieckie","gmina_wiejska",-4.86
"Wąsewo","mazowieckie","gmina_wiejska",-4.87
"Kobylnica","pomorskie","gmina_wiejska",-4.88
"Jarocin","podkarpackie","gmina_wiejska",-4.89
"Blizanów","wielkopolskie","gmina_wiejska",-4.89
"Lisewo","kujawsko-pomorskie","gmina_wiejska",-4.9
"Dziadkowice","podlaskie","gmina_wiejska",-4.98
"Wodzierady","łódzkie","gmina_wiejska",-5.04
"Sokołów Podlaski","mazowieckie","gmina_wiejska",-5.04
"Załuski","mazowieckie","gmina_wiejska",-5.05
"Rogowo","kujawsko-pomorskie","gmina_wiejska",-5.07
"Racławice","małopolskie","gmina_wiejska",-5.07
"Wolanów","mazowieckie","gmina_wiejska",-5.07
"Krokowa","pomorskie","gmina_wiejska",-5.07
"Brzeźnica","lubuskie","gmina_wiejska",-5.08
"Strachówka","mazowieckie","gmina_wiejska",-5.09
"Dąbrowice","łódzkie","gmina_wiejska",-5.13
"Klwów","mazowieckie","gmina_wiejska",-5.14
"Imielno","świętokrzyskie","gmina_wiejska",-5.14
"Trzydnik Duży","lubelskie","gmina_wiejska",-5.15
"Mykanów","śląskie","gmina_wiejska",-5.15
"Jedwabno","warmińsko-mazurskie","gmina_wiejska",-5.15
"Goraj","lubelskie","gmina_wiejska",-5.16
"Kocierzew Południowy","łódzkie","gmina_wiejska",-5.16
"Świdnica","dolnośląskie","gmina_wiejska",-5.17
"Głowaczów","mazowieckie","gmina_wiejska",-5.19
"Kampinos","mazowieckie","gmina_wiejska",-5.2
"Osie","kujawsko-pomorskie","gmina_wiejska",-5.22
"Jednorożec","mazowieckie","gmina_wiejska",-5.22
"Orchowo","wielkopolskie","gmina_wiejska",-5.23
"Baranów","lubelskie","gmina_wiejska",-5.25
"Kutno","łódzkie","gmina_wiejska",-5.25
"Skoroszyce","opolskie","gmina_wiejska",-5.25
"Siemkowice","łódzkie","gmina_wiejska",-5.26
"Brodnica","wielkopolskie","gmina_wiejska",-5.26
"Dąbrówno","warmińsko-mazurskie","gmina_wiejska",-5.28
"Rojewo","kujawsko-pomorskie","gmina_wiejska",-5.3
"Kościerzyna","pomorskie","gmina_wiejska",-5.3
"Kołobrzeg","zachodniopomorskie","gmina_wiejska",-5.32
"Stoczek Łukowski","lubelskie","gmina_wiejska",-5.34
"Pleśna","małopolskie","gmina_wiejska",-5.36
"Zgierz","łódzkie","gmina_wiejska",-5.37
"Lubanie","kujawsko-pomorskie","gmina_wiejska",-5.38
"Reńska Wieś","opolskie","gmina_wiejska",-5.38
"Bobowo","pomorskie","gmina_wiejska",-5.38
"Magnuszew","mazowieckie","gmina_wiejska",-5.39
"Sosnówka","lubelskie","gmina_wiejska",-5.4
"Korzenna","małopolskie","gmina_wiejska",-5.4
"Sokoły","podlaskie","gmina_wiejska",-5.41
"Nędza","śląskie","gmina_wiejska",-5.41
"Sieciechów","mazowieckie","gmina_wiejska",-5.42
"Wietrzychowice","małopolskie","gmina_wiejska",-5.43
"Zalesie","lubelskie","gmina_wiejska",-5.44
"Korczyna","podkarpackie","gmina_wiejska",-5.44
"Złotoryja","dolnośląskie","gmina_wiejska",-5.45
"Rychtal","wielkopolskie","gmina_wiejska",-5.45
"Tłuchowo","kujawsko-pomorskie","gmina_wiejska",-5.47
"Zwierzyn","lubuskie","gmina_wiejska",-5.48
"Łanięta","łódzkie","gmina_wiejska",-5.51
"Czyże","podlaskie","gmina_wiejska",-5.52
"Winnica","mazowieckie","gmina_wiejska",-5.53
"Samborzec","świętokrzyskie","gmina_wiejska",-5.53
"Łabunie","lubelskie","gmina_wiejska",-5.59
"Czarna","podkarpackie","gmina_wiejska",-5.6
"Lyski","śląskie","gmina_wiejska",-5.62
"Wiśniew","mazowieckie","gmina_wiejska",-5.64
"Doruchów","wielkopolskie","gmina_wiejska",-5.71
"Lutocin","mazowieckie","gmina_wiejska",-5.72
"Turawa","opolskie","gmina_wiejska",-5.72
"Bielawy","łódzkie","gmina_wiejska",-5.74
"Pniewy","mazowieckie","gmina_wiejska",-5.74
"Stężyca","lubelskie","gmina_wiejska",-5.75
"Narewka","podlaskie","gmina_wiejska",-5.77
"Papowo Biskupie","kujawsko-pomorskie","gmina_wiejska",-5.79
"Lubrza","opolskie","gmina_wiejska",-5.8
"Łączna","świętokrzyskie","gmina_wiejska",-5.83
"Komarówka Podlaska","lubelskie","gmina_wiejska",-5.84
"Bieliny","świętokrzyskie","gmina_wiejska",-5.89
"Szczytno","warmińsko-mazurskie","gmina_wiejska",-5.89
"Grabowo","podlaskie","gmina_wiejska",-5.91
"Kwidzyn","pomorskie","gmina_wiejska",-5.91
"Rybno","warmińsko-mazurskie","gmina_wiejska",-5.92
"Dobre","kujawsko-pomorskie","gmina_wiejska",-5.94
"Leśniowice","lubelskie","gmina_wiejska",-5.95
"Firlej","lubelskie","gmina_wiejska",-5.95
"Warlubie","kujawsko-pomorskie","gmina_wiejska",-5.96
"Sośno","kujawsko-pomorskie","gmina_wiejska",-5.98
"Skórcz","pomorskie","gmina_wiejska",-5.98
"Brojce","zachodniopomorskie","gmina_wiejska",-5.98
"Stara Kiszewa","pomorskie","gmina_wiejska",-6.04
"Jadów","mazowieckie","gmina_wiejska",-6.08
"Rudniki","opolskie","gmina_wiejska",-6.11
"Czerwonka","mazowieckie","gmina_wiejska",-6.12
"Kościelec","wielkopolskie","gmina_wiejska",-6.13
"Damasławek","wielkopolskie","gmina_wiejska",-6.13
"Sękowa","małopolskie","gmina_wiejska",-6.15
"Miastków Kościelny","mazowieckie","gmina_wiejska",-6.17
"Kobiór","śląskie","gmina_wiejska",-6.17
"Mielec","podkarpackie","gmina_wiejska",-6.18
"Laszki","podkarpackie","gmina_wiejska",-6.19
"Budzyń","wielkopolskie","gmina_wiejska",-6.2
"Siemiatycze","podlaskie","gmina_wiejska",-6.21
"Prostki","warmińsko-mazurskie","gmina_wiejska",-6.21
"Ozorków","łódzkie","gmina_wiejska",-6.24
"Sierakowice","pomorskie","gmina_wiejska",-6.24
"Babiak","wielkopolskie","gmina_wiejska",-6.24
"Jemielno","dolnośląskie","gmina_wiejska",-6.25
"Rozdrażew","wielkopolskie","gmina_wiejska",-6.29
"Strzałkowo","wielkopolskie","gmina_wiejska",-6.29
"Łomża","podlaskie","gmina_wiejska",-6.3
"Chotcza","mazowieckie","gmina_wiejska",-6.34
"Oleśnica","świętokrzyskie","gmina_wiejska",-6.36
"Platerów","mazowieckie","gmina_wiejska",-6.37
"Sławno","zachodniopomorskie","gmina_wiejska",-6.38
"Czarna Dąbrówka","pomorskie","gmina_wiejska",-6.39
"Raków","świętokrzyskie","gmina_wiejska",-6.4
"Hrubieszów","lubelskie","gmina_wiejska",-6.47
"Poraj","śląskie","gmina_wiejska",-6.49
"Radzyń Podlaski","lubelskie","gmina_wiejska",-6.51
"Grodziczno","warmińsko-mazurskie","gmina_wiejska",-6.51
"Lubsza","opolskie","gmina_wiejska",-6.52
"Dąbrowa","kujawsko-pomorskie","gmina_wiejska",-6.53
"Mała Wieś","mazowieckie","gmina_wiejska",-6.53
"Zapolice","łódzkie","gmina_wiejska",-6.62
"Stary Brus","lubelskie","gmina_wiejska",-6.63
"Lidzbark Warmiński","warmińsko-mazurskie","gmina_wiejska",-6.64
"Dolice","zachodniopomorskie","gmina_wiejska",-6.64
"Jejkowice","śląskie","gmina_wiejska",-6.67
"Jarosław","podkarpackie","gmina_wiejska",-6.69
"Rusinów","mazowieckie","gmina_wiejska",-6.72
"Trąbki Wielkie","pomorskie","gmina_wiejska",-6.73
"Radoszyce","świętokrzyskie","gmina_wiejska",-6.73
"Lipnik","świętokrzyskie","gmina_wiejska",-6.73
"Dobra","małopolskie","gmina_wiejska",-6.74
"Dubiecko","podkarpackie","gmina_wiejska",-6.76
"Bartniczka","kujawsko-pomorskie","gmina_wiejska",-6.77
"Tworóg","śląskie","gmina_wiejska",-6.77
"Włodowice","śląskie","gmina_wiejska",-6.78
"Kruszyna","śląskie","gmina_wiejska",-6.8
"Chełm Śląski","śląskie","gmina_wiejska",-6.8
"Rogowo","kujawsko-pomorskie","gmina_wiejska",-6.81
"Przesmyki","mazowieckie","gmina_wiejska",-6.81
"Rawa Mazowiecka","łódzkie","gmina_wiejska",-6.82
"Pionki","mazowieckie","gmina_wiejska",-6.84
"Łaskarzew","mazowieckie","gmina_wiejska",-6.86
"Sejny","podlaskie","gmina_wiejska",-6.86
"Brzeziny","łódzkie","gmina_wiejska",-6.88
"Zaleszany","podkarpackie","gmina_wiejska",-6.88
"Stare Bogaczowice","dolnośląskie","gmina_wiejska",-6.89
"Ciechocin","kujawsko-pomorskie","gmina_wiejska",-6.93
"Sławatycze","lubelskie","gmina_wiejska",-6.93
"Gąsawa","kujawsko-pomorskie","gmina_wiejska",-6.94
"Padew Narodowa","podkarpackie","gmina_wiejska",-6.96
"Nowosolna","łódzkie","gmina_wiejska",-6.98
"Jaktorów","mazowieckie","gmina_wiejska",-6.98
"Mikołajki Pomorskie","pomorskie","gmina_wiejska",-6.99
"Komańcza","podkarpackie","gmina_wiejska",-7
"Medyka","podkarpackie","gmina_wiejska",-7.04
"Ceranów","mazowieckie","gmina_wiejska",-7.05
"Sabnie","mazowieckie","gmina_wiejska",-7.05
"Parzęczew","łódzkie","gmina_wiejska",-7.08
"Łąck","mazowieckie","gmina_wiejska",-7.08
"Bejsce","świętokrzyskie","gmina_wiejska",-7.09
"Brzeziny","wielkopolskie","gmina_wiejska",-7.09
"Trojanów","mazowieckie","gmina_wiejska",-7.12
"Krasnopol","podlaskie","gmina_wiejska",-7.14
"Sośnie","wielkopolskie","gmina_wiejska",-7.14
"Rusiec","łódzkie","gmina_wiejska",-7.15
"Iłowo-Osada","warmińsko-mazurskie","gmina_wiejska",-7.15
"Jeziorzany","lubelskie","gmina_wiejska",-7.17
"Celestynów","mazowieckie","gmina_wiejska",-7.17
"Domaniewice","łódzkie","gmina_wiejska",-7.18
"Borów","dolnośląskie","gmina_wiejska",-7.19
"Parchowo","pomorskie","gmina_wiejska",-7.19
"Wierzbica","mazowieckie","gmina_wiejska",-7.2
"Nozdrzec","podkarpackie","gmina_wiejska",-7.2
"Zławieś Wielka","kujawsko-pomorskie","gmina_wiejska",-7.23
"Klonowa","łódzkie","gmina_wiejska",-7.23
"Wielbark","warmińsko-mazurskie","gmina_wiejska",-7.23
"Dąbrowa Zielona","śląskie","gmina_wiejska",-7.25
"Obryte","mazowieckie","gmina_wiejska",-7.27
"Dołhobyczów","lubelskie","gmina_wiejska",-7.28
"Jeleśnia","śląskie","gmina_wiejska",-7.29
"Lubaczów","podkarpackie","gmina_wiejska",-7.31
"Łubniany","opolskie","gmina_wiejska",-7.32
"Wąbrzeźno","kujawsko-pomorskie","gmina_wiejska",-7.33
"Chełmno","kujawsko-pomorskie","gmina_wiejska",-7.34
"Orły","podkarpackie","gmina_wiejska",-7.36
"Niemce","lubelskie","gmina_wiejska",-7.37
"Złotów","wielkopolskie","gmina_wiejska",-7.37
"Rajcza","śląskie","gmina_wiejska",-7.38
"Purda","warmińsko-mazurskie","gmina_wiejska",-7.38
"Chodzież","wielkopolskie","gmina_wiejska",-7.38
"Koszyce","małopolskie","gmina_wiejska",-7.39
"Świercze","mazowieckie","gmina_wiejska",-7.4
"Chojnów","dolnośląskie","gmina_wiejska",-7.47
"Przeworno","dolnośląskie","gmina_wiejska",-7.47
"Słupia (Jędrzejowska)","świętokrzyskie","gmina_wiejska",-7.47
"Piecki","warmińsko-mazurskie","gmina_wiejska",-7.52
"Jeziora Wielkie","kujawsko-pomorskie","gmina_wiejska",-7.53
"Ręczno","łódzkie","gmina_wiejska",-7.54
"Nowe Miasto Lubawskie","warmińsko-mazurskie","gmina_wiejska",-7.56
"Limanowa","małopolskie","gmina_wiejska",-7.59
"Jasło","podkarpackie","gmina_wiejska",-7.59
"Orońsko","mazowieckie","gmina_wiejska",-7.61
"Kamień","lubelskie","gmina_wiejska",-7.62
"Skórzec","mazowieckie","gmina_wiejska",-7.63
"Olszewo-Borki","mazowieckie","gmina_wiejska",-7.65
"Krotoszyce","dolnośląskie","gmina_wiejska",-7.67
"Męcinka","dolnośląskie","gmina_wiejska",-7.68
"Sierpc","mazowieckie","gmina_wiejska",-7.68
"Tarnawatka","lubelskie","gmina_wiejska",-7.69
"Żarnów","łódzkie","gmina_wiejska",-7.71
"Obrowo","kujawsko-pomorskie","gmina_wiejska",-7.72
"Osieck","mazowieckie","gmina_wiejska",-7.72
"Staroźreby","mazowieckie","gmina_wiejska",-7.72
"Łubianka","kujawsko-pomorskie","gmina_wiejska",-7.73
"Terespol","lubelskie","gmina_wiejska",-7.74
"Godziesze Wielkie","wielkopolskie","gmina_wiejska",-7.78
"Długosiodło","mazowieckie","gmina_wiejska",-7.81
"Zbiczno","kujawsko-pomorskie","gmina_wiejska",-7.83
"Czermin","wielkopolskie","gmina_wiejska",-7.85
"Bliżyn","świętokrzyskie","gmina_wiejska",-7.89
"Lipnica","pomorskie","gmina_wiejska",-7.9
"Golub-Dobrzyń","kujawsko-pomorskie","gmina_wiejska",-7.91
"Kiernozia","łódzkie","gmina_wiejska",-7.96
"Kodrąb","łódzkie","gmina_wiejska",-7.96
"Grodzisk","podlaskie","gmina_wiejska",-8
"Borzechów","lubelskie","gmina_wiejska",-8.05
"Łęczyce","pomorskie","gmina_wiejska",-8.05
"Grzmiąca","zachodniopomorskie","gmina_wiejska",-8.06
"Igołomia-Wawrzeńczyce","małopolskie","gmina_wiejska",-8.09
"Dębica","podkarpackie","gmina_wiejska",-8.09
"Czarna","podkarpackie","gmina_wiejska",-8.09
"Lubomia","śląskie","gmina_wiejska",-8.09
"Gniewoszów","mazowieckie","gmina_wiejska",-8.12
"Przodkowo","pomorskie","gmina_wiejska",-8.13
"Zaręby Kościelne","mazowieckie","gmina_wiejska",-8.16
"Stubno","podkarpackie","gmina_wiejska",-8.16
"Klukowo","podlaskie","gmina_wiejska",-8.16
"Gronowo Elbląskie","warmińsko-mazurskie","gmina_wiejska",-8.16
"Zamość","lubelskie","gmina_wiejska",-8.19
"Walce","opolskie","gmina_wiejska",-8.19
"Lubartów","lubelskie","gmina_wiejska",-8.22
"Zakrzew","lubelskie","gmina_wiejska",-8.22
"Karnice","zachodniopomorskie","gmina_wiejska",-8.23
"Zabór","lubuskie","gmina_wiejska",-8.24
"Pielgrzymka","dolnośląskie","gmina_wiejska",-8.26
"Moszczenica","łódzkie","gmina_wiejska",-8.26
"Pokrzywnica","mazowieckie","gmina_wiejska",-8.26
"Pierzchnica","świętokrzyskie","gmina_wiejska",-8.26
"Dąbrowa Biskupia","kujawsko-pomorskie","gmina_wiejska",-8.28
"Górzno","mazowieckie","gmina_wiejska",-8.28
"Nowy Duninów","mazowieckie","gmina_wiejska",-8.33
"Istebna","śląskie","gmina_wiejska",-8.35
"Wągrowiec","wielkopolskie","gmina_wiejska",-8.35
"Strzelce","łódzkie","gmina_wiejska",-8.36
"Uścimów","lubelskie","gmina_wiejska",-8.37
"Wierzbno","mazowieckie","gmina_wiejska",-8.39
"Borki","lubelskie","gmina_wiejska",-8.4
"Złotniki Kujawskie","kujawsko-pomorskie","gmina_wiejska",-8.42
"Trzeszczany","lubelskie","gmina_wiejska",-8.44
"Baranów","mazowieckie","gmina_wiejska",-8.45
"Kłoczew","lubelskie","gmina_wiejska",-8.47
"Śliwice","kujawsko-pomorskie","gmina_wiejska",-8.5
"Pszczew","lubuskie","gmina_wiejska",-8.55
"Dzwola","lubelskie","gmina_wiejska",-8.56
"Kowale Oleckie","warmińsko-mazurskie","gmina_wiejska",-8.56
"Książki","kujawsko-pomorskie","gmina_wiejska",-8.59
"Lubawa","warmińsko-mazurskie","gmina_wiejska",-8.59
"Łabowa","małopolskie","gmina_wiejska",-8.6
"Wilga","mazowieckie","gmina_wiejska",-8.63
"Wiskitki","mazowieckie","gmina_wiejska",-8.64
"Ulan-Majorat","lubelskie","gmina_wiejska",-8.66
"Andrzejewo","mazowieckie","gmina_wiejska",-8.68
"Orla","podlaskie","gmina_wiejska",-8.69
"Bledzew","lubuskie","gmina_wiejska",-8.7
"Domaniów","dolnośląskie","gmina_wiejska",-8.76
"Nadarzyn","mazowieckie","gmina_wiejska",-8.77
"Smętowo Graniczne","pomorskie","gmina_wiejska",-8.77
"Marcinowice","dolnośląskie","gmina_wiejska",-8.82
"Latowicz","mazowieckie","gmina_wiejska",-8.91
"Osiek Jasielski","podkarpackie","gmina_wiejska",-8.94
"Kamiennik","opolskie","gmina_wiejska",-8.96
"Dębowiec","śląskie","gmina_wiejska",-8.96
"Pakosław","wielkopolskie","gmina_wiejska",-9
